index,categorie_hdv,category_philo_y,category_educ_y,category_body,category_gen
55609,3,2,2,2,4
55610,2,1,0,3,0
55611,0,1,4,5,2
55612,4,2,2,3,4
55613,3,2,2,4,4
55614,3,2,2,4,4
55615,0,0,3,3,2
55616,3,2,2,2,4
55617,0,2,2,4,4
55618,3,2,2,4,4
55619,0,1,1,4,2
55620,3,2,2,3,4
55621,3,1,1,3,1
55622,0,5,5,0,2
55623,0,1,1,2,2
55624,3,1,1,3,1
55625,0,4,0,0,0
55626,3,5,4,1,3
55627,5,1,3,5,2
55628,3,2,2,4,4
55629,5,0,1,1,2
55630,5,2,2,4,4
55631,3,1,1,3,1
55632,0,2,2,1,4
55633,0,1,5,1,2
55634,3,0,1,4,1
55635,0,1,0,3,0
55636,5,2,2,4,4
55637,0,5,4,1,3
55638,0,2,2,3,4
55639,1,3,3,3,2
55640,1,0,0,3,0
55641,1,2,2,3,4
55642,4,5,4,5,3
55643,3,4,0,5,0
55644,0,4,3,3,2
55645,3,1,1,4,1
55646,2,4,0,5,0
55647,0,1,3,3,2
55648,0,1,3,1,2
55649,5,1,0,3,0
55650,3,1,0,3,1
55651,3,4,0,1,0
55652,0,1,5,5,2
55653,2,5,4,0,3
55654,0,1,0,1,0
55655,1,1,3,0,2
55656,0,1,5,1,2
55657,3,1,1,4,1
55658,3,3,3,3,1
55659,3,0,4,5,3
55660,3,2,2,1,4
55661,3,2,2,1,4
55662,3,1,0,1,1
55663,3,0,3,4,1
55664,3,2,2,4,4
55665,3,2,2,1,4
55666,3,0,0,5,0
55667,3,1,5,1,1
55668,3,0,5,2,1
55669,1,1,0,1,0
55670,3,1,0,1,1
55671,0,1,5,1,2
55672,3,4,1,4,1
55673,0,3,0,0,0
55674,5,2,2,4,4
55675,0,5,5,5,2
55676,0,1,0,1,0
55677,3,2,2,4,4
55678,3,3,0,5,0
55679,3,5,4,5,3
55680,3,1,4,1,1
55681,3,1,4,5,1
55682,3,1,1,3,1
55683,3,0,1,4,1
55684,3,0,1,4,1
55685,3,1,5,2,1
55686,3,1,5,1,1
55687,3,1,1,4,1
55688,3,4,1,4,1
55689,3,1,0,3,1
55690,0,1,0,1,0
55691,3,1,1,2,1
55692,0,1,5,0,2
55693,3,0,1,3,1
55694,3,4,0,0,0
55695,0,1,5,2,2
55696,3,4,3,4,1
55697,3,1,5,5,1
55698,1,1,1,0,2
55699,3,1,5,0,1
55700,1,5,4,2,3
55701,2,2,2,4,4
55702,0,0,5,0,2
55703,1,4,0,0,0
55704,3,0,3,0,1
55705,3,3,0,5,0
55706,0,2,2,4,4
55707,3,0,1,2,1
55708,3,0,0,5,0
55709,0,1,1,1,2
55710,2,2,2,4,4
55711,3,5,4,2,3
55712,3,2,2,4,4
55713,2,1,0,5,0
55714,0,4,1,3,2
55715,2,2,2,2,4
55716,3,1,0,5,1
55717,2,1,1,3,2
55718,3,0,1,1,1
55719,0,1,1,2,2
55720,3,2,2,4,4
55721,0,1,3,2,2
55722,3,1,0,1,1
55723,2,5,4,5,3
55724,0,5,4,5,3
55725,3,1,1,4,1
55726,1,1,0,3,0
55727,3,0,3,2,1
55728,3,1,3,1,1
55729,3,2,2,3,4
55730,0,5,5,2,2
55731,0,2,2,4,4
55732,3,5,4,1,3
55733,2,1,1,4,2
55734,3,2,2,4,4
55735,3,5,4,2,3
55736,0,2,2,3,4
55737,5,1,3,4,2
55738,3,1,0,2,1
55739,0,5,4,2,3
55740,3,4,5,0,1
55741,3,0,0,0,0
55742,3,0,1,2,1
55743,5,1,0,5,0
55744,3,4,0,3,0
55745,0,1,5,5,2
55746,2,5,5,5,3
55747,3,2,2,4,4
55748,3,1,1,4,1
55749,1,0,3,0,2
55750,0,4,0,3,0
55751,0,0,1,3,2
55752,3,1,0,2,1
55753,2,4,5,3,2
55754,3,0,0,1,0
55755,3,1,0,5,1
55756,0,1,5,3,2
55757,3,1,0,5,1
55758,3,4,3,2,1
55759,0,0,0,3,0
55760,0,1,0,2,0
55761,3,1,0,3,1
55762,1,1,0,0,0
55763,2,1,0,5,0
55764,3,4,0,5,0
55765,2,1,0,1,0
55766,3,0,5,3,1
55767,0,4,0,3,0
55768,0,0,1,3,2
55769,2,3,5,1,2
55770,3,0,0,0,0
55771,3,1,5,0,1
55772,3,4,3,3,1
55773,0,5,4,1,3
55774,0,0,0,2,0
55775,1,2,2,3,4
55776,3,0,3,5,1
55777,3,4,1,0,1
55778,0,1,0,5,0
55779,3,0,0,5,0
55780,0,0,0,1,0
55781,3,1,5,1,1
55782,3,4,0,5,0
55783,3,1,3,3,1
55784,1,2,2,3,4
55785,0,1,3,0,2
55786,3,0,0,1,0
55787,3,1,3,0,1
55788,3,5,4,0,3
55789,2,0,3,5,2
55790,3,3,2,4,4
55791,5,0,0,2,0
55792,1,1,0,3,0
55793,0,1,3,1,2
55794,0,2,2,3,4
55795,3,1,1,4,1
55796,3,0,1,4,1
55797,0,4,5,2,2
55798,2,5,4,5,3
55799,0,1,1,1,2
55800,3,1,3,3,1
55801,0,2,2,3,4
55802,3,0,5,2,1
55803,3,2,2,2,4
55804,3,1,3,0,1
55805,0,1,1,0,2
55806,3,2,2,3,4
55807,0,1,0,5,0
55808,2,0,0,1,0
55809,1,5,4,1,3
55810,4,5,4,1,3
55811,3,1,0,0,1
55812,0,0,1,4,2
55813,0,2,2,4,4
55814,3,1,0,5,1
55815,3,1,3,2,1
55816,4,5,4,5,3
55817,3,0,0,5,0
55818,2,5,5,1,3
55819,3,3,0,0,0
55820,3,0,3,0,1
55821,0,1,0,3,0
55822,3,0,0,0,0
55823,0,5,4,5,3
55824,5,1,0,5,0
55825,5,2,2,4,4
55826,1,3,2,3,4
55827,3,1,4,2,1
55828,0,1,0,0,0
55829,3,0,0,5,0
55830,1,0,3,1,2
55831,2,5,4,2,3
55832,1,0,3,3,2
55833,3,1,3,3,1
55834,3,1,0,5,1
55835,0,4,3,1,2
55836,3,3,4,5,3
55837,3,1,3,4,1
55838,0,5,4,1,3
55839,0,2,2,2,4
55840,3,2,2,4,4
55841,0,2,2,4,4
55842,1,2,2,4,4
55843,0,3,4,1,3
55844,3,1,5,1,1
55845,2,1,0,2,0
55846,0,1,0,3,0
55847,1,0,0,5,0
55848,0,1,0,5,0
55849,3,0,3,5,1
55850,0,1,1,3,2
55851,3,3,5,0,1
55852,0,1,3,1,2
55853,4,2,2,3,4
55854,0,1,0,1,0
55855,3,2,2,4,4
55856,0,5,4,5,3
55857,0,2,2,4,4
55858,3,0,0,3,0
55859,3,2,2,4,4
55860,2,5,4,1,3
55861,3,2,2,4,4
55862,4,5,4,5,3
55863,0,1,3,3,2
55864,3,1,1,1,1
55865,0,1,0,5,0
55866,3,4,0,3,0
55867,0,5,4,2,3
55868,0,1,0,1,0
55869,0,1,0,5,0
55870,3,4,1,3,1
55871,2,2,2,3,4
55872,2,5,4,5,3
55873,2,0,1,4,2
55874,3,1,3,1,1
55875,4,0,4,5,3
55876,0,5,4,1,3
55877,3,1,5,0,1
55878,3,1,3,2,1
55879,3,2,2,4,4
55880,2,5,4,2,3
55881,3,4,3,4,1
55882,3,5,4,5,3
55883,2,3,4,0,3
55884,0,1,1,4,2
55885,3,1,1,4,1
55886,3,1,4,0,1
55887,0,0,0,2,0
55888,3,0,0,2,0
55889,2,1,5,0,2
55890,2,0,1,5,2
55891,3,4,0,3,0
55892,1,2,2,3,4
55893,3,1,1,2,1
55894,0,0,1,4,2
55895,0,5,4,3,3
55896,5,3,3,1,2
55897,3,1,0,3,1
55898,1,1,0,5,0
55899,3,1,0,0,1
55900,3,4,1,3,1
55901,2,0,0,1,0
55902,3,4,0,0,0
55903,3,0,0,5,0
55904,3,3,4,0,3
55905,3,1,5,1,1
55906,0,4,0,0,0
55907,0,2,2,3,4
55908,0,1,0,5,0
55909,0,1,0,1,0
55910,3,1,1,2,1
55911,0,1,0,1,0
55912,3,0,0,5,0
55913,2,2,2,4,4
55914,2,1,0,1,0
55915,1,4,3,3,2
55916,3,0,0,0,0
55917,1,1,1,3,2
55918,2,0,0,5,0
55919,0,3,1,0,2
55920,0,0,0,5,0
55921,5,1,0,3,0
55922,0,2,2,4,4
55923,3,4,3,0,1
55924,1,0,3,2,2
55925,3,2,2,4,4
55926,2,1,1,4,2
55927,3,5,4,1,3
55928,2,1,3,5,2
55929,1,2,2,4,4
55930,3,4,1,4,1
55931,3,0,5,0,1
55932,3,4,3,3,1
55933,3,1,0,1,1
55934,0,1,1,3,2
55935,3,1,5,5,1
55936,3,5,4,3,3
55937,3,3,1,3,1
55938,0,1,0,1,0
55939,0,1,3,2,2
55940,0,1,3,1,2
55941,0,1,5,2,2
55942,3,0,1,2,1
55943,3,1,5,5,1
55944,0,1,0,5,0
55945,3,2,2,4,4
55946,3,4,1,4,1
55947,3,1,1,0,1
55948,3,0,5,2,1
55949,2,1,0,5,0
55950,0,2,2,4,4
55951,0,1,5,3,2
55952,3,1,3,3,1
55953,3,5,4,0,3
55954,0,2,2,3,4
55955,3,2,2,4,4
55956,0,1,0,5,0
55957,2,3,0,5,0
55958,1,0,1,3,2
55959,0,1,0,2,0
55960,1,1,0,3,0
55961,2,1,5,5,2
55962,4,0,1,4,2
55963,3,0,5,0,1
55964,3,3,3,0,1
55965,0,1,5,0,2
55966,3,2,2,3,4
55967,3,4,0,3,0
55968,4,4,3,3,2
55969,1,2,2,4,4
55970,3,0,1,5,1
55971,3,0,1,4,1
55972,1,0,1,3,2
55973,0,5,4,5,3
55974,0,1,0,3,0
55975,3,3,1,3,1
55976,5,5,4,1,3
55977,3,2,2,3,4
55978,1,1,0,3,0
55979,3,1,0,3,1
55980,2,5,5,2,3
55981,2,5,4,5,3
55982,4,5,4,0,3
55983,3,1,3,5,1
55984,3,4,3,5,1
55985,1,1,1,3,2
55986,0,1,0,5,0
55987,1,5,4,0,3
55988,0,1,3,2,2
55989,1,0,3,3,2
55990,3,0,1,4,1
55991,3,2,2,1,4
55992,2,0,0,2,0
55993,3,1,1,4,1
55994,3,4,0,3,0
55995,3,3,0,5,0
55996,3,1,5,3,1
55997,0,1,5,5,2
55998,3,0,1,2,1
55999,3,4,0,5,0
56000,0,1,0,3,0
56001,3,4,3,3,1
56002,0,4,5,2,2
56003,2,1,0,5,0
56004,3,1,0,3,1
56005,2,1,1,1,2
56006,3,2,2,4,4
56007,3,4,1,4,1
56008,1,1,5,1,2
56009,2,3,0,5,0
56010,0,5,4,1,3
56011,3,1,0,0,1
56012,3,0,0,5,0
56013,0,3,5,5,2
56014,0,0,1,2,2
56015,3,2,2,3,4
56016,0,1,3,5,2
56017,3,1,0,1,1
56018,3,0,0,1,0
56019,0,1,5,3,2
56020,0,2,2,4,4
56021,1,1,3,2,2
56022,0,1,1,1,2
56023,3,5,4,2,3
56024,0,0,4,0,3
56025,3,5,4,5,3
56026,3,1,0,3,1
56027,0,1,0,0,0
56028,0,4,3,1,2
56029,0,1,3,3,2
56030,5,2,2,3,4
56031,3,5,4,0,3
56032,0,5,4,5,3
56033,0,1,4,0,2
56034,0,1,0,5,0
56035,3,1,1,3,1
56036,3,4,0,0,0
56037,0,5,4,5,3
56038,0,4,3,3,2
56039,3,1,0,5,1
56040,3,1,0,5,1
56041,3,0,0,5,0
56042,0,1,1,4,2
56043,3,5,4,2,3
56044,3,0,0,5,0
56045,3,2,2,4,4
56046,0,1,3,0,2
56047,2,0,0,0,0
56048,1,2,2,3,4
56049,3,5,4,1,3
56050,3,0,0,2,0
56051,0,1,0,3,0
56052,0,1,1,3,2
56053,3,1,0,1,1
56054,3,1,1,5,1
56055,2,3,0,2,0
56056,3,1,3,4,1
56057,3,3,4,1,3
56058,3,0,1,2,1
56059,3,5,4,5,3
56060,0,5,4,1,3
56061,0,0,0,1,0
56062,2,0,5,2,2
56063,0,2,2,3,4
56064,2,4,0,5,0
56065,5,0,1,4,2
56066,3,1,1,4,1
56067,3,1,0,3,1
56068,0,4,5,3,2
56069,3,4,0,5,0
56070,0,3,3,3,2
56071,1,1,3,2,2
56072,3,1,1,1,1
56073,0,2,2,1,4
56074,3,0,1,3,1
56075,1,1,0,1,0
56076,3,2,2,4,4
56077,5,1,0,1,0
56078,3,2,2,3,4
56079,3,1,3,1,1
56080,3,1,0,0,1
56081,1,0,0,0,0
56082,3,0,0,1,0
56083,3,2,2,3,4
56084,0,5,4,2,3
56085,0,1,1,5,2
56086,3,2,2,1,4
56087,3,1,0,0,1
56088,3,1,5,1,1
56089,1,1,1,2,2
56090,3,4,0,1,0
56091,3,4,0,3,0
56092,3,2,2,4,4
56093,0,1,3,1,2
56094,3,1,0,3,1
56095,3,4,3,3,1
56096,3,2,2,4,4
56097,0,1,5,0,2
56098,3,0,4,5,3
56099,0,5,4,5,3
56100,3,0,3,3,1
56101,3,1,5,5,1
56102,0,0,3,1,2
56103,3,0,0,5,0
56104,0,1,5,3,2
56105,1,5,4,2,3
56106,5,5,4,1,3
56107,3,1,1,3,1
56108,3,3,0,1,0
56109,3,3,0,5,0
56110,2,1,5,5,2
56111,5,0,3,5,2
56112,3,2,2,4,4
56113,3,4,3,3,1
56114,3,1,1,2,1
56115,4,0,1,4,2
56116,2,0,0,0,0
56117,3,4,0,3,0
56118,0,4,3,3,2
56119,3,1,0,1,1
56120,3,2,2,4,4
56121,3,0,0,5,0
56122,3,0,0,1,0
56123,0,1,3,3,2
56124,3,1,1,2,1
56125,2,4,1,0,2
56126,0,2,2,4,4
56127,0,2,2,3,4
56128,1,1,5,0,2
56129,0,1,5,3,2
56130,3,4,3,3,1
56131,0,1,0,5,0
56132,3,1,1,1,1
56133,1,2,2,3,4
56134,3,2,2,4,4
56135,0,1,3,1,2
56136,3,4,0,5,0
56137,0,1,1,5,2
56138,1,1,4,3,2
56139,0,0,3,1,2
56140,3,0,1,4,1
56141,1,2,2,3,4
56142,0,3,1,3,2
56143,3,0,4,0,3
56144,2,1,0,1,0
56145,1,0,1,4,2
56146,3,2,2,3,4
56147,3,2,2,1,4
56148,3,1,0,5,1
56149,3,2,2,3,4
56150,3,1,1,3,1
56151,2,0,1,2,2
56152,1,0,3,4,2
56153,3,1,0,1,1
56154,3,2,2,3,4
56155,1,3,3,3,2
56156,3,5,4,5,3
56157,0,1,5,2,2
56158,5,5,4,1,3
56159,1,0,5,2,2
56160,3,5,4,0,3
56161,0,0,0,1,0
56162,0,1,0,5,0
56163,3,1,0,0,1
56164,2,1,5,2,2
56165,3,1,0,0,1
56166,2,4,0,5,0
56167,0,5,5,5,2
56168,3,3,4,2,3
56169,1,4,3,0,2
56170,3,2,2,1,4
56171,3,1,3,4,1
56172,1,0,3,4,2
56173,3,0,0,0,0
56174,1,0,1,3,2
56175,3,2,2,3,4
56176,3,1,4,1,1
56177,3,0,3,4,1
56178,1,0,0,0,0
56179,0,5,4,2,3
56180,0,2,2,4,4
56181,3,0,0,3,0
56182,1,0,0,5,0
56183,1,0,5,5,2
56184,0,1,1,3,2
56185,1,0,0,5,0
56186,2,3,0,0,0
56187,0,4,3,3,2
56188,3,1,0,2,1
56189,3,1,0,3,1
56190,3,4,3,0,1
56191,3,0,5,5,1
56192,2,0,3,0,2
56193,2,0,4,5,3
56194,0,1,1,3,2
56195,1,0,1,2,2
56196,3,5,4,0,3
56197,3,5,4,5,3
56198,0,4,1,4,2
56199,1,5,4,0,3
56200,2,1,0,5,0
56201,3,2,2,2,4
56202,1,5,4,2,3
56203,0,3,5,5,2
56204,2,1,0,0,0
56205,0,1,0,2,0
56206,3,4,1,1,1
56207,2,5,4,1,3
56208,3,4,1,4,1
56209,0,1,1,4,2
56210,2,5,4,2,3
56211,0,2,2,4,4
56212,3,1,0,3,1
56213,0,1,3,4,2
56214,5,1,3,1,2
56215,0,1,3,4,2
56216,0,0,0,5,0
56217,3,1,1,3,1
56218,3,0,1,3,1
56219,3,0,0,2,0
56220,0,2,2,3,4
56221,3,1,3,2,1
56222,0,5,4,5,3
56223,3,3,1,3,1
56224,0,5,4,5,3
56225,0,5,4,1,3
56226,0,5,4,3,3
56227,1,4,3,0,2
56228,0,0,1,5,2
56229,2,3,1,2,2
56230,1,1,0,3,0
56231,1,1,0,5,0
56232,0,1,5,2,2
56233,0,1,5,3,2
56234,1,1,5,0,2
56235,1,0,0,5,0
56236,0,0,3,2,2
56237,2,5,4,0,3
56238,3,3,4,5,3
56239,3,0,0,1,0
56240,3,3,5,0,1
56241,0,2,2,4,4
56242,0,1,0,2,0
56243,3,1,1,1,1
56244,0,1,5,4,2
56245,1,2,2,1,4
56246,2,4,0,5,0
56247,3,1,1,3,1
56248,0,1,0,5,0
56249,0,1,3,5,2
56250,5,2,2,4,4
56251,0,0,1,0,2
56252,2,0,0,1,0
56253,2,0,4,0,3
56254,1,3,1,1,2
56255,1,4,0,0,0
56256,3,1,1,3,1
56257,0,4,0,5,0
56258,0,0,4,5,3
56259,5,2,2,4,4
56260,3,5,4,5,3
56261,3,1,3,4,1
56262,3,2,2,4,4
56263,0,2,2,3,4
56264,3,1,0,0,1
56265,3,0,0,2,0
56266,3,1,0,1,1
56267,0,1,0,1,0
56268,3,0,0,1,0
56269,3,4,0,3,0
56270,2,4,0,5,0
56271,3,1,5,2,1
56272,3,1,1,1,1
56273,3,0,0,5,0
56274,1,1,3,3,2
56275,0,1,5,0,2
56276,3,0,0,3,0
56277,3,1,1,4,1
56278,0,1,1,4,2
56279,2,0,1,5,2
56280,0,1,1,2,2
56281,3,2,2,4,4
56282,1,1,1,4,2
56283,3,4,3,3,1
56284,2,1,5,3,2
56285,3,1,3,2,1
56286,2,5,4,1,3
56288,0,0,0,3,0
56289,3,0,0,0,0
56290,0,1,3,1,2
56291,2,0,5,3,2
56292,3,1,5,3,1
56293,3,1,1,2,1
56294,0,3,4,0,3
56295,3,0,1,4,1
56296,3,2,2,4,4
56297,3,5,4,0,3
56298,0,1,3,5,2
56299,0,0,3,0,2
56300,0,0,5,1,2
56301,0,0,0,3,0
56302,3,2,2,2,4
56303,3,2,2,2,4
56304,0,4,3,5,2
56305,5,3,0,1,0
56306,1,5,5,2,3
56307,3,3,0,0,0
56308,0,0,3,0,2
56309,3,1,0,3,1
56310,3,1,0,1,1
56311,3,5,4,0,3
56312,0,1,5,0,2
56313,0,1,1,0,2
56314,5,3,0,0,0
56315,5,1,0,5,0
56316,3,0,1,4,1
56317,1,1,0,0,0
56318,3,2,2,4,4
56319,3,1,1,4,1
56320,2,0,0,0,0
56321,3,4,0,3,0
56322,3,5,4,0,3
56323,0,1,5,5,2
56324,3,0,3,0,1
56325,3,0,0,2,0
56326,3,1,0,0,1
56327,2,3,3,0,2
56328,2,1,1,4,2
56329,3,1,0,3,1
56330,0,4,3,0,2
56331,2,1,3,3,2
56332,3,1,1,2,1
56333,2,2,2,2,4
56334,2,0,5,0,2
56335,3,2,2,3,4
56336,0,1,1,2,2
56337,2,1,0,0,0
56338,0,1,3,3,2
56339,3,1,1,3,1
56340,0,0,1,3,2
56341,3,1,5,1,1
56342,2,5,4,5,3
56343,0,4,5,5,2
56344,3,5,4,5,3
56345,0,1,0,5,0
56346,3,0,3,4,1
56347,0,2,2,2,4
56348,0,4,0,3,0
56349,0,4,0,3,0
56350,0,1,1,4,2
56351,1,1,3,4,2
56352,0,1,5,1,2
56353,0,1,5,2,2
56354,0,3,3,4,2
56355,3,2,2,4,4
56356,5,4,1,4,2
56357,1,2,2,4,4
56358,0,4,0,5,0
56359,3,0,1,4,1
56360,5,0,1,4,2
56361,3,0,1,3,1
56362,3,1,0,1,1
56363,3,1,1,4,1
56364,0,0,5,3,2
56365,3,2,2,2,4
56366,0,5,4,2,3
56367,3,0,0,3,0
56368,3,3,5,3,1
56369,0,4,3,4,2
56370,3,2,2,4,4
56371,0,1,3,3,2
56372,3,1,1,3,1
56373,3,3,3,3,1
56374,3,1,3,3,1
56375,0,1,0,2,0
56376,0,0,1,4,2
56377,2,3,1,0,2
56378,0,0,1,4,2
56379,3,4,4,3,1
56380,0,1,0,0,0
56381,5,3,1,4,2
56382,0,1,3,5,2
56383,3,1,0,3,1
56384,0,4,4,5,3
56385,3,1,3,4,1
56386,2,0,0,5,0
56387,5,0,1,5,2
56388,3,1,1,4,1
56389,0,1,3,3,2
56390,0,3,4,0,3
56391,2,5,4,5,3
56392,0,2,2,3,4
56393,0,5,4,1,3
56394,4,0,1,3,2
56395,2,4,5,0,2
56396,0,3,5,1,2
56397,2,0,0,0,0
56398,0,2,2,2,4
56399,3,5,4,5,3
56400,3,5,4,2,3
56401,3,1,1,3,1
56402,3,2,2,4,4
56403,2,4,5,5,2
56404,2,0,1,3,2
56405,2,1,0,2,0
56406,3,0,0,3,0
56407,0,1,1,2,2
56408,0,2,2,4,4
56409,3,2,2,4,4
56410,0,0,3,3,2
56411,1,3,0,5,0
56412,3,1,1,4,1
56413,3,4,1,3,1
56414,2,1,1,0,2
56415,3,1,5,1,1
56416,3,1,3,5,1
56417,0,0,3,5,2
56418,3,2,2,4,4
56419,2,4,0,5,0
56420,3,1,0,1,1
56421,0,3,0,3,0
56422,3,2,2,4,4
56423,1,1,0,1,0
56424,3,4,3,4,1
56425,3,5,4,0,3
56426,3,1,5,2,1
56427,3,1,0,3,1
56428,0,5,4,5,3
56429,3,1,0,1,1
56430,3,1,1,0,1
56431,1,3,0,1,0
56432,0,4,3,0,2
56433,0,3,4,1,3
56434,0,1,0,3,0
56435,1,4,1,3,2
56436,0,1,5,2,2
56437,1,0,0,5,0
56438,3,3,1,0,1
56439,3,2,2,4,4
56440,1,2,2,3,4
56441,0,1,0,0,0
56442,3,5,4,5,3
56443,3,3,4,0,3
56444,2,5,4,1,3
56445,0,2,2,3,4
56446,2,4,0,1,0
56447,2,5,4,5,3
56448,0,0,0,5,0
56449,3,4,0,3,0
56450,1,3,3,2,2
56451,3,4,0,0,0
56452,0,1,3,3,2
56453,3,1,3,0,1
56454,1,3,0,3,0
56455,0,4,0,5,0
56456,3,1,3,0,1
56457,2,4,0,2,0
56458,0,1,5,5,2
56459,3,2,2,4,4
56460,3,2,2,3,4
56461,0,0,0,0,0
56462,3,1,0,1,1
56463,2,5,4,5,3
56464,3,0,0,5,0
56465,2,1,0,3,0
56466,2,3,4,0,3
56467,3,5,4,0,3
56468,3,1,1,4,1
56469,0,4,1,5,2
56470,3,1,5,5,1
56471,3,2,2,3,4
56472,3,5,4,0,3
56473,1,3,4,0,3
56474,1,4,3,5,2
56475,3,0,3,0,1
56476,2,5,4,5,3
56477,0,2,2,4,4
56478,3,0,3,0,1
56479,3,2,2,4,4
56480,3,2,2,4,4
56481,1,0,1,4,2
56482,3,1,3,3,1
56483,2,3,5,0,2
56484,0,0,0,2,0
56485,5,3,0,5,0
56486,3,5,4,0,3
56487,3,1,0,5,1
56488,3,1,3,5,1
56489,0,3,5,5,2
56490,1,4,0,1,0
56491,0,1,3,1,2
56492,1,2,2,4,4
56493,3,2,2,4,4
56494,3,1,1,0,1
56495,3,0,3,3,1
56496,0,1,0,5,0
56497,0,2,2,2,4
56498,0,1,3,3,2
56499,3,2,2,4,4
56500,3,4,1,4,1
56501,3,0,3,2,1
56502,3,1,1,4,1
56503,0,1,5,2,2
56504,3,1,3,0,1
56505,3,3,1,0,1
56506,0,1,0,3,0
56507,5,4,3,3,2
56508,0,0,0,2,0
56509,3,1,1,4,1
56510,0,4,1,3,2
56511,0,4,0,2,0
56512,3,1,0,2,1
56513,3,2,2,1,4
56514,1,5,4,1,3
56515,0,4,0,1,0
56516,3,5,5,1,3
56517,3,3,2,3,4
56518,3,2,2,3,4
56519,3,0,3,5,1
56520,3,2,2,4,4
56521,3,1,0,1,1
56522,1,0,3,4,2
56523,3,0,1,4,1
56524,3,2,2,4,4
56525,1,5,4,0,3
56526,2,0,0,5,0
56527,2,5,4,5,3
56528,3,1,0,0,1
56529,3,1,0,5,1
56530,0,1,0,3,0
56531,3,4,0,5,0
56532,3,0,0,5,0
56533,3,4,3,5,1
56534,0,4,0,5,0
56535,3,5,4,0,3
56536,3,4,0,2,0
56537,0,0,0,3,0
56538,0,0,1,3,2
56539,3,1,0,5,1
56540,0,3,1,0,2
56541,0,0,3,2,2
56542,0,5,3,5,2
56543,3,5,4,5,3
56544,3,4,0,3,0
56545,1,1,3,0,2
56546,5,5,4,1,3
56547,2,3,0,5,0
56548,0,1,3,2,2
56549,3,4,0,5,0
56550,3,4,1,1,1
56551,0,2,2,2,4
56552,3,5,4,5,3
56553,5,1,3,3,2
56554,0,1,3,3,2
56555,0,5,4,1,3
56556,3,4,0,3,0
56557,2,5,4,5,3
56558,3,4,0,1,0
56559,0,1,0,5,0
56560,3,1,1,1,1
56561,3,1,1,1,1
56562,0,1,5,1,2
56563,0,1,0,5,0
56564,1,4,0,1,0
56565,0,1,0,5,0
56566,3,1,4,2,1
56567,0,1,5,1,2
56568,2,3,0,2,0
56569,3,1,5,1,1
56570,0,0,0,5,0
56571,3,2,2,3,4
56572,3,5,4,1,3
56573,1,3,0,2,0
56574,0,1,0,0,0
56575,3,1,1,3,1
56576,0,1,5,5,2
56577,0,1,0,5,0
56578,0,1,5,2,2
56579,0,5,4,1,3
56580,3,3,0,5,0
56581,0,1,5,5,2
56582,2,5,4,5,3
56583,0,2,2,4,4
56584,3,5,4,3,3
56585,0,1,0,1,0
56586,2,1,0,1,0
56587,3,4,3,2,1
56588,0,1,0,0,0
56589,0,1,1,4,2
56590,3,3,1,4,1
56591,3,0,5,1,1
56592,3,1,1,4,1
56593,0,3,1,2,2
56594,1,1,3,1,2
56595,3,4,1,4,1
56596,3,5,4,0,3
56597,3,1,0,2,1
56598,3,2,2,4,4
56599,1,0,0,3,0
56600,0,1,3,1,2
56601,3,1,1,4,1
56602,3,0,0,0,0
56603,5,1,0,1,0
56604,3,1,5,2,1
56605,3,5,4,0,3
56606,1,5,4,5,3
56607,3,2,2,1,4
56608,0,1,5,5,2
56609,3,1,0,0,1
56610,0,4,0,0,0
56611,0,0,3,3,2
56612,0,1,1,1,2
56613,1,1,5,5,2
56614,0,1,5,1,2
56615,2,4,5,3,2
56616,0,0,0,1,0
56617,1,4,0,1,0
56618,3,4,5,0,1
56619,5,4,0,2,0
56620,2,0,1,4,2
56621,0,1,3,3,2
56622,0,1,0,3,0
56623,3,4,3,0,1
56624,3,2,2,3,4
56625,3,0,0,0,0
56626,3,5,4,5,3
56627,3,1,0,1,1
56628,2,0,5,3,2
56629,1,0,5,2,2
56630,0,1,0,3,0
56631,5,0,1,4,2
56632,0,1,5,0,2
56633,0,1,3,3,2
56634,0,1,3,3,2
56635,3,3,1,5,1
56636,3,1,0,3,1
56637,1,0,3,2,2
56638,3,1,0,1,1
56639,0,2,2,2,4
56640,3,2,2,4,4
56641,0,1,0,5,0
56642,0,1,0,2,0
56643,4,0,1,4,2
56644,3,0,3,5,1
56645,3,2,2,4,4
56646,3,4,0,5,0
56647,3,1,5,0,1
56648,0,1,3,1,2
56649,0,2,2,4,4
56650,2,5,4,1,3
56651,1,0,3,5,2
56652,3,0,0,2,0
56653,3,0,1,2,1
56654,1,1,4,0,3
56655,0,4,1,4,2
56656,0,1,0,2,0
56657,0,1,0,5,0
56658,2,1,0,1,0
56659,3,2,2,3,4
56660,2,3,3,1,2
56661,3,1,0,0,1
56662,3,4,0,2,0
56663,3,1,0,3,1
56664,3,4,4,1,3
56665,3,4,0,3,0
56666,3,1,1,0,1
56667,3,1,5,2,1
56668,0,5,4,1,3
56669,3,0,0,1,0
56670,1,1,0,1,0
56671,3,1,0,5,1
56672,3,1,3,4,1
56673,3,1,3,2,1
56674,3,1,0,5,1
56675,3,1,5,1,1
56676,2,5,5,5,3
56677,0,1,0,0,0
56678,0,1,3,0,2
56679,0,4,0,0,0
56680,0,4,0,0,0
56681,3,4,4,1,3
56682,5,3,3,1,2
56683,0,1,5,4,2
